,parcelid,transactiondate,latitude/1e6,longitude/1e6,bedroomcnt,roomcnt,bathroomcnt,calculatedfinishedsquarefeet,lotsizesquarefeet,taxvaluedollarcnt,yearbuilt,taxamount,taxrate,fips,structuretaxvaluedollarcnt,landtaxvaluedollarcnt
131,13963357,2017-05-01,33.68721,-117.75327,4.0,0.0,3.5,2802.0,3746.0,1074416.0,2014.0,14637.34,0.013623531295140802,6059.0,518666.0,555750.0
132,14195073,2017-05-01,33.885841,-117.775467,4.0,0.0,3.0,3099.0,9000.0,921394.0,1986.0,10782.16,0.011702008044332825,6059.0,285832.0,635562.0
133,12760933,2017-05-01,33.889705,-118.068259,3.0,0.0,2.0,1436.0,4959.0,386000.0,1953.0,4926.37,0.01276261658031088,6037.0,154000.0,232000.0
134,12760263,2017-05-01,33.888844,-118.074968,2.0,0.0,1.0,927.0,3915.0,61223.0,1952.0,1053.05,0.01720023520572334,6037.0,50065.0,11158.0
135,11280307,2017-05-01,34.680489,-118.149879,3.0,0.0,2.0,1094.0,7007.0,101143.0,1957.0,1975.25,0.019529280325875246,6037.0,80922.0,20221.0
136,12768887,2017-05-01,34.051012,-118.002992,2.0,0.0,1.0,796.0,6353.0,250798.0,1951.0,3397.37,0.013546240400641153,6037.0,50156.0,200642.0
137,11298368,2017-05-01,34.678761,-118.107555,3.0,0.0,2.0,1502.0,6732.0,105149.0,1987.0,2037.28,0.01937517237444008,6037.0,84123.0,21026.0
138,13951150,2017-05-01,33.760957,-117.957615,3.0,6.0,2.0,1427.0,2249.0,304588.0,1972.0,3878.36,0.012733134594928232,6059.0,108749.0,195839.0
139,11285800,2017-05-01,34.686773,-118.144701,4.0,0.0,2.0,1352.0,5975.0,44559.0,1953.0,1320.52,0.02963531497565026,6037.0,35649.0,8910.0
140,13941306,2017-05-01,33.760589,-118.001638,2.0,5.0,1.0,952.0,12608.0,792910.0,1966.0,10122.52,0.012766291256258592,6059.0,175973.0,616937.0
141,12268626,2017-05-01,33.92746,-118.248725,3.0,0.0,1.0,1236.0,6515.0,258887.0,1910.0,3524.58,0.013614356842946922,6037.0,91270.0,167617.0
142,11278514,2017-05-01,34.703708,-118.162803,4.0,0.0,2.0,1754.0,7570.0,183000.0,1980.0,2883.66,0.015757704918032786,6037.0,138800.0,44200.0
143,11792481,2017-05-01,34.069663,-118.266614,2.0,0.0,1.0,981.0,3718.0,430000.0,1913.0,5186.7,0.012062093023255813,6037.0,150000.0,280000.0
144,12756670,2017-05-01,33.899792,-118.094172,2.0,0.0,1.0,832.0,6001.0,144102.0,1948.0,2039.16,0.014150809843027856,6037.0,78915.0,65187.0
145,17059646,2017-05-01,34.427265,-119.285894,3.0,7.0,1.5,1396.0,20441.0,565000.0,1957.0,6760.46,0.01196541592920354,6111.0,102000.0,463000.0
146,11201145,2017-05-01,34.575829,-118.09414,3.0,0.0,1.0,983.0,6089.0,43506.0,1954.0,1407.67,0.03235576702064083,6037.0,34807.0,8699.0
147,11201591,2017-05-01,34.583749,-118.106385,3.0,0.0,2.0,1560.0,7229.0,114760.0,1979.0,2263.58,0.01972446845590798,6037.0,86044.0,28716.0
148,13950810,2017-05-01,33.754851,-117.964009,4.0,6.0,2.0,1527.0,6540.0,61042.0,1964.0,1193.1,0.019545558795583368,6059.0,39016.0,22026.0
149,11013055,2017-05-01,34.28384,-118.488234,3.0,0.0,2.0,1703.0,17437.0,302612.0,1963.0,3847.18,0.01271324336113571,6037.0,211784.0,90828.0
150,14066648,2017-05-01,33.683788,-118.007245,4.0,0.0,3.5,2637.0,5180.0,933713.0,2000.0,10429.92,0.011170370338637247,6059.0,366785.0,566928.0
151,12592021,2017-05-01,33.827124,-118.304376,3.0,0.0,2.0,1321.0,7200.0,460811.0,1954.0,5789.85,0.012564478712530735,6037.0,92162.0,368649.0
152,11202454,2017-05-01,34.587178,-118.079286,4.0,0.0,2.0,2048.0,47552.0,213244.0,2006.0,3183.54,0.014929095308660502,6037.0,159882.0,53362.0
153,10969383,2017-05-01,34.305777,-118.434098,3.0,0.0,2.0,864.0,8364.0,260056.0,1947.0,3303.91,0.012704609776355862,6037.0,171638.0,88418.0
154,12213784,2017-05-01,33.957517,-118.247017,2.0,0.0,1.0,992.0,5009.0,20865.0,1925.0,769.33,0.03687179487179487,6037.0,9499.0,11366.0
155,14252582,2017-05-01,33.76315,-117.881208,3.0,7.0,2.5,904.0,18719.0,162456.0,1948.0,2079.52,0.012800512138671394,6059.0,115168.0,47288.0
156,11312166,2017-05-01,34.674452,-118.090475,3.0,0.0,2.0,1569.0,8684.0,125729.0,1991.0,2317.52,0.018432660722665414,6037.0,100584.0,25145.0
157,13867661,2017-05-01,33.879055,-117.908818,4.0,8.0,2.0,2044.0,7240.0,81779.0,1955.0,1156.38,0.014140304968268139,6059.0,56997.0,24782.0
158,17222974,2017-05-01,34.2372,-118.807351,3.0,10.0,5.5,4361.0,1323788.0,1562700.0,1999.0,17692.72,0.011321891597875472,6111.0,834332.0,728368.0
159,12023868,2017-05-01,34.114053,-118.388769,3.0,0.0,2.0,1950.0,12169.0,1218072.0,1951.0,14800.5,0.012150759561011172,6037.0,243614.0,974458.0
160,17294157,2017-05-01,34.156366,-118.838535,4.0,8.0,3.0,2846.0,8300.0,269273.0,1977.0,3630.68,0.013483267910262076,6111.0,230265.0,39008.0
